index,comment,date,platform,title,product
247,吃了几天睡眠质量也好了，挺不错的,睡眠软糖 2021-02-18 14:06,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
248,非常好我觉得挺有用的 就是有点苦，可以接受,鼓掌软糖 2021-02-18 13:09,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
249,收到了，味道酸酸甜甜的挺好吃，希望有效果,餐前咀嚼糖 2021-02-18 11:11,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
250,挺好吃的，酸酸甜甜的，就是我吃了好像没用?应该睡不好是我的问题了,睡眠软糖 2021-02-16 23:44,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
251,可以可以。直接爆发,牛磺酸气泡含片 2021-02-16 19:59,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
252,未用，期待效果，包装挺不错的,明目软糖 2021-02-16 17:17,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
253,感觉挺不错的，包装挺好看的,维生素软糖 2021-02-16 17:18,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
254,吃起来味道还不错，喜欢甜甜的可以买来尝试一下。,维生素软糖 2021-02-15 22:43,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
255,看上去还不错，值得推荐,维生素软糖 2021-02-15 22:42,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
256,还行，有效果，挺好的,睡眠软糖 2021-02-15 18:50,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
257,不太好吃，但效果很好，下午吃晚上失眠,牛磺酸气泡含片 2021-02-14 18:50,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
258,给别人买的 说效果还不错 这次又买了10盒 过年有得用了,醒酒软糖 2021-02-09 09:32,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
259,可以提神，不错,牛磺酸气泡含片 2021-02-08 18:26,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
260,酸酸的我挺喜欢,维生素软糖 2021-02-08 18:26,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
261,味道也还不错 吃完一段时间后确实精神了 不建议晚上吃,牛磺酸气泡含片 2021-02-07 21:05,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
262,味道好闻 清凉 有点酸 喜欢,牛磺酸气泡含片 2021-02-07 11:23,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
263,效果不錯，入睡快質量高，滿意好評～,睡眠软糖 2021-02-04 21:42,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
264,效果不错，睡眠质量好多了,睡眠软糖 2021-02-03 22:24,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
265,吃起来口感不错像奶片一样 后续再说感觉吧,餐前咀嚼糖 2021-02-01 18:11,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
266,这口味挺好吃的，两粒一个小包装，携带方便。大餐前来一包。,餐前咀嚼糖 2021-01-28 20:54,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
267,发货很快，味道个人来讲有点怪，不过作为保健品完全能够接受啦，至于效果有没有就不知道了,餐前咀嚼糖 2021-01-27 17:20,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
268,收到好多天了，感觉比普通的软糖要硬一点，没有qq糖q弹，味道吧，有点泛酸也还可以，但是我感觉吃了它以后，眼睛的确看的有一点点清晰，不过我觉得是心理作用，吃的不算久，抱着试试看心态,维生素软糖 2021-01-27 16:54,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
269,塑料软盒那种，如果用袋装感觉更好吧！ 分量就是感觉少了一点点，日期挺好，好吃，主要给孩子买了吃，挺喜欢的,牛磺酸气泡含片 2021-01-27 16:45,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
270,酸酸甜甜味道好极了，不但能缓解疲劳，还能增强体质，价格实惠，就一个字，好,维生素软糖 2021-01-26 12:14,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
271,喝咖啡醒神，喝着味道可以，喝完还会买的,牛磺酸气泡含片 2021-01-25 16:27,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
272,糖果真好吃，酸酸甜甜的，味蕾得到满足的同时还有有助于睡眠。,睡眠软糖 2021-01-25 14:52,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
273,蓝莓叶黄素，味道不错，没有比想象中的难吃，效果也不错，准备再买两盒,明目软糖 2021-01-24 18:15,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
274,收到已经吃上了，味道不错好吃，效果也是棒棒的，下次还会回购的,维生素软糖*5 2021-01-24 16:38,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
275,收到货了，快递发货快，一家人都说好吃，挺管用的，再买点过年了，有需要的朋友来买,牛磺酸气泡含片 2021-01-24 16:07,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
276,好评，物流快，包装简单特别，味道软软的甜甜的，橙子味足，补充维生素c,维生素软糖*5 2021-01-24 10:17,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
277,物流快，包装简单时尚，这个软糖味道真的不错，软软的甜甜的，还可以帮助睡眠，推荐,睡眠软糖 2021-01-24 10:00,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
278,好好好,维生素软糖 2021-01-24 03:07,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
279,收到货了，实物同我预想的一样，挺喜欢的，价格合理，给个好评。,餐前咀嚼糖 2021-01-22 23:20,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
280,收到货了，朋友推荐买的，效果不错，价格比实体店便宜很多，挺满意。,维生素软糖 2021-01-22 23:02,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
281,包装精美特别，整整20颗，够吃十餐吧，就是糖果的味道，不过很好吃,明目软糖 2021-01-22 20:16,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
282,能量片提神醒脑，开车困了来一片，Q弹的橙子味儿味道好好哟，甜甜的,牛磺酸气泡含片 2021-01-22 19:49,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
283,睡前两粒蓝霸服，轻松心情，夜夜好眠,睡眠软糖 2021-01-22 14:11,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
284,口感不错，软软的，眼睛疲劳缓解很多，吃完再来回购,明目软糖 2021-01-22 12:39,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
285,做活动买的，价格实惠又划算，换季太容易感冒了，多补点维C,维生素软糖*5 2021-01-22 12:19,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
286,味道不错，软软的好味道，下次还会回购。,睡眠软糖 2021-01-22 09:58,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
287,效果好，包装好，价格优惠，服务态度好,维生素软糖*5 2021-01-22 08:45,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
288,超喜欢这个味道，酸酸甜甜。多吃增加免疫力,维生素软糖*5 2021-01-21 18:56,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
289,"味道比想象中要好很多,吃起来就像软糖，没有其他怪味，是水果味道，准备再买其他的试试",明目软糖 2021-01-21 17:26,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
290,物流快，包装挺吸引人的～味道不错～试下效果～到时候测下血糖～,餐前咀嚼糖 2021-01-21 17:06,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
291,物流快，产品包装亮丽，正品，软糖味道甜甜的的，口感好,睡眠软糖 2021-01-21 10:49,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
292,我是易胖体质，这个朋友推荐的，试试看，味道不错，健身完了来一颗,餐前咀嚼糖 2021-01-20 15:20,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
293,挺好的,牛磺酸气泡含片 2021-03-07 16:02,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
295,好好好,维生素软糖 2021-02-22 20:39,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
296,第一次尝试这类药物。也不能说完全是药物吧，毕竟他也是植物合成的。效果来说，我给大家一个比较中肯的建议。不要指望他能够给你带来减肥效果。他真的适合那种一直在坚持减肥，但是偶尔某一天的中午有应酬推脱不掉用的。所以当你在大餐前半个小时之内口诀服用之后，他确实能够起到减少吸收。减少体重增加量的作用。这个效果是有的。比如说吧，正常来说你还在减肥过程当中，然后你中午吃了一顿大餐，本应该你可能会增加一公斤多的重量，但是吃了这个药之后，你的体重增加量大概能少一斤。所以你不要企图吃他能够不增重不变胖那是不可能的，他只不过会让你每一顿饭增加的重量少一点而已。但对于我这样的每天和蔬菜汁强迫自己减肥的人士来说，还是真的能救我一命的。毕竟谁都不可能做到每天中午都没有应酬吧。这算是饱餐之后给自己的一种救赎。哈利路亚吃了他吧。,白芸豆咀嚼糖 2021-03-07 13:02,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
297,智商税已交，除此之外，我只能说，这玩意儿暴利 ?,睡眠软糖 2021-02-09 15:05,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
298,凑单买来的 和橡皮糖一样的味道 哈哈哈 比橡皮糖酸点 闲来无事吃一颗 补充维生素,维生素软糖 2021-03-08 22:19,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
299,工伤鉴定就不想那些那些。新年开心难兄难弟你先加上那些那些,牛磺酸气泡含片 2021-03-07 09:03,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
300,眼睛糊的时候，吃1-2颗，在闭一会，确实有清目的效果。,明目软糖 2021-02-27 14:52,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
301,还没试这款糖好用不好用！试验再回来评价,睡眠软糖 2021-02-25 20:01,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
302,真的有用啊,睡眠软糖 2021-02-19 20:29,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
303,小孩自己买的，水果味软糖。,牛磺酸气泡含片 2021-02-18 10:11,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
304,小孩自己买的，水果味软糖。,餐前咀嚼糖 2021-02-18 10:12,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
305,小孩自己买的，水果味软糖。,鼓掌软糖 2021-02-18 10:11,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
306,小孩自己买的，水果味软糖。,睡眠软糖 2021-02-18 10:10,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
307,小孩自己买的，水果味软糖。,明目软糖 2021-02-18 10:08,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
308,小孩自己买的，水果味软糖。,维生素软糖*5 2021-02-18 10:07,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
309,智商税已交，除此之外，我只能说，这玩意儿暴利 ?,明目软糖 2021-02-09 15:04,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
310,智商税已交，除此之外，我只能说，这玩意儿暴利 ?,牛磺酸气泡含片 2021-02-09 15:04,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
311,还没有吃，期待有用哈！！！,睡眠软糖 2021-01-28 20:58,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
312,亲测有效。。。。。。。,睡眠软糖 2021-02-14 08:16,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
313,吃一段时间再评,白芸豆咀嚼糖 2021-03-06 21:08,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
314,减肥不容易 买来给欺骗餐前备上,餐前咀嚼糖 2021-03-05 19:34,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
315,还不错唯一遗憾的是量太少了,维生素软糖*5 2021-03-05 16:41,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
316,第一次购买，不知道怎么样，试用后效果在评价。,睡眠软糖 2021-03-05 16:36,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
317,好吃,明目软糖 2021-03-05 15:14,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
318,怎么说呢，真的是期望越大失望越大，根本没有卖家说的那种种功效。各个口味都买了一遍，差劲…………“………………………………”,鼓掌软糖 2021-03-04 22:40,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
319,怎么说呢，真的是期望越大失望越大，根本没有卖家说的那种种功效。各个口味都买了一遍，差劲…………“………………………………”,明目软糖 2021-03-04 22:40,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
320,未签收显示订单已完成 还不知道怎么样,牛磺酸气泡含片 2021-03-04 18:46,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
321,没有显著的效果，长期吃吃再看,鼓掌软糖 2021-03-04 17:49,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
322,吃起来好酸，也不知道有啥效果。,维生素软糖 2021-03-04 07:33,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
323,希望管用,餐前咀嚼糖 2021-03-02 18:50,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
324,头一次买，不知道效果怎么样！,牛磺酸气泡含片 2021-03-02 08:36,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
325,不知道具体效果，本是凑单的，希望有点用。。,明目软糖 2021-03-01 23:37,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
326,晚上试试,睡眠软糖 2021-03-01 12:04,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
327,今天第一天吃，特意吃了点碳水试了试，一个月后给反馈,餐前咀嚼糖 2021-02-28 20:36,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
328,吃了立马就醒 还能大战十斤,醒酒软糖 2021-02-26 22:59,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
329,吃了没用，越吃越兴奋,睡眠软糖 2021-02-25 23:47,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
330,味道不错 就不知道效果怎么样了 要持续一段时间,明目软糖 2021-02-21 11:48,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
331,今天第一次吃，效果一般,睡眠软糖 2021-02-20 03:37,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
