index,comment,date,platform,title,product
332,好吃,维生素软糖 2021-02-19 12:46,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
333,好吃,牛磺酸气泡含片 2021-02-19 12:46,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
334,好吃,明目软糖 2021-02-19 12:46,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
335,凑单买的 日常补充点VC没有坏处 就是不知道有没有作用。但愿吧,维生素软糖 2021-02-18 11:09,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
336,期待可以缓解我的睡眠压力。,睡眠软糖 2021-02-16 17:18,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
337,买来试一试，具体有没有用还是不太明显，再试一段时间看看。,餐前咀嚼糖 2021-02-15 22:45,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
338,催眠效果一般,睡眠软糖 2021-02-13 09:19,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
339,不知道有没有效果……反正是吃完了,餐前咀嚼糖 2021-02-07 08:58,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
340,还没吃，老是忘记吃..,餐前咀嚼糖 2021-02-06 13:58,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
341,不知道效果如何 吃一盒试试,餐前咀嚼糖 2021-01-31 12:11,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
342,待品尝,明目软糖 2021-01-29 18:20,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
343,朋友介绍的这款糖，不知道有没有效果，当做试试新产品,维生素软糖 2021-01-27 17:14,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
344,听朋友说有助睡眠，买一盒试试？期待效果,睡眠软糖 2021-01-23 10:26,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
345,包装特别，才刚刚开始吃，不知道有没有效果，有效果过年再入手几盒，大吃大喝都不怕了,餐前咀嚼糖 2021-01-22 20:38,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
346,这个还没吃过，感觉会有用，最近用眼很疲劳，眼睛挺难受的，希望不要近视,牛磺酸气泡含片 2021-01-21 17:28,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
347,包装都烂了。,GABA软糖 2021-03-09 15:13,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
348,好家伙 上下两个二维码 然后扫了是两家店 优秀,鼓掌软糖 2021-03-06 00:43,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
349,根本没收到，却说我签收了，c**有良心吗？,白芸豆咀嚼糖 2021-03-09 19:34,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
350,并没有什么大用，我上课吃了6颗啥感觉也没有，晚上吃了这个睡眠质量也没有提升,GABA软糖 2021-03-06 18:22,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
351,不好吃，橙子味都是盐粒，真是补充盐分呀,维生素软糖 2021-02-28 14:43,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
352,不行啊,睡眠软糖 2021-02-25 23:01,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
353,效果不是很理想,睡眠软糖 2021-02-25 22:07,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
354,真的有用吗 感觉是花了六十买了个水果糖 还没有别的味道 多装的别的味道的不好么,睡眠软糖 2021-02-25 20:42,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
355,没什么特别大的效果，就和普通软糖似的。,睡眠软糖 2021-02-25 13:22,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
356,味道不习惯,牛磺酸气泡含片 2021-02-21 18:19,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
357,买给朋友吃的，他说吃了毫无鸟用,睡眠软糖 2021-02-18 13:30,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
358,睡觉不管用。。。。,睡眠软糖 2021-02-14 17:05,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
359,没有用,睡眠软糖 2021-02-11 00:32,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
360,没有觉得有什么效果 都是广告效应,睡眠软糖 2021-02-07 14:44,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
361,有效果吗？？？？？感觉是被收割了智商税,鼓掌软糖 2021-02-07 08:56,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
362,不好吃，带点苦，还那么贵,牛磺酸气泡含片 2021-02-07 00:28,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
363,没有什么用还不如买褪黑素,睡眠软糖 2021-01-30 15:00,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
364,甜中带苦一天吃了两片头疼味道怪怪的,牛磺酸气泡含片 2021-01-21 17:11,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
365,一家凑单买的，不知道咋样，感觉智商税大于产品实际价值，买来玩玩，主要是黄盒子拉低了印象分，脏兮兮的，生产日期还是20年10月份的，保质期一共10个月，到我手上就已经过了一半多了,明目软糖 2021-03-06 18:32,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
366,盒子挺大的，但是里面的糖太少，我纳闷了，成本很高？还不如蓝色那款buff糖？，比你这个红buff的还多，我就觉得你这个红buff不值这个32元的价钱，,牛磺酸气泡含片 2021-03-05 18:54,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
367,不知道管不管用，味道好奇怪，但愿有效,餐前咀嚼糖 2021-03-01 11:08,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
368,我吃了三个！过半小时会有困意！有困意就要睡觉！！不然一会就挺过去了！就很烦！戒手机吧！手机才是影响我睡眠的第一问题！就酱！,睡眠软糖 2021-02-25 15:18,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
369,儿子点名要买的，也不知道有没有介绍上说的那么神奇，小小一盒就好几十，还得每个功能都要尝试一下，现在的孩子可真会花钱啊，没钱都养不起了。,明目软糖 2021-02-24 17:19,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
370,感觉吃了就跟没吃一样，智商税了,睡眠软糖 2021-02-23 18:04,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
371,儿子点名要这款糖，咱也不知道这款糖是不是这和介绍里说的那么神奇，但这价钱是真不便宜啊，一小盒就好几十，还得每个功能都得买，唉，现在的孩子是真费钱啊！,睡眠软糖 2021-02-23 12:33,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
372,口味不是特别好吃，希望有所改进。有点像吃比较可以接受的药，比较苦涩。,鼓掌软糖 2021-03-08 12:16,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
373,没感觉到效果，有点小失望,睡眠软糖 2021-03-06 15:23,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
374,没啥用,明目软糖 2021-03-05 18:24,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
375,说实话，这是第一次买来吃，并没有看出啥效果，期待慢慢发现吧,餐前咀嚼糖 2021-03-05 11:02,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
376,味道有点怪 提神醒脑,牛磺酸气泡含片 2021-03-02 12:01,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
377,感觉很不好，睡前吃的东西，表皮粘着一层又酸又甜的类似砂糖的东西，很不合理。效果没发现。,睡眠软糖 2021-03-01 23:36,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
378,不太好吃，感觉没啥用。,鼓掌软糖 2021-02-28 14:43,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
379,不太好吃,明目软糖 2021-02-28 14:43,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
380,味道一般 甜里面带一点苦 对我来说基本上没有提神效果 因人而异,牛磺酸气泡含片 2021-02-28 00:08,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
381,真心不建议买 屁用没有,睡眠软糖 2021-02-24 16:51,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
382,提神效果绝了，吃了根本不困,牛磺酸气泡含片 2021-02-22 12:48,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
383,量好少啊,睡眠软糖 2021-02-15 17:20,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
384,真的有股姜味，有点冲,鼓掌软糖 2021-02-12 10:43,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
385,不知道行不行，效果还不明，，，，，,睡眠软糖 2021-02-11 12:47,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
386,味道一般，以为会是软糖,牛磺酸气泡含片 2021-02-11 11:43,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
387,感觉和一般的软糖差不多啊,睡眠软糖 2021-02-11 11:43,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
388,有点效果，可能心理暗示吧,明目软糖 2021-02-08 18:24,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
389,没有感觉到效果,睡眠软糖 2021-02-08 18:25,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
390,有种哭啦吧唧的感觉。建议别买了。单就产品而言。,明目软糖 2021-02-08 15:42,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
391,并不能提神,牛磺酸气泡含片 2021-02-07 16:40,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
392,有一说一 吃了几颗也没啥感觉。,睡眠软糖 2021-02-06 23:25,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
393,不戳,睡眠软糖 2021-02-06 18:02,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
394,太难吃了太难吃了,牛磺酸气泡含片 2021-02-05 17:58,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
395,很无语的送货速度，本来是写的26号到，结果26号才发货，28才送到，快递非常不满意，但是效果很OK的，有点像槟榔，整体一般,牛磺酸气泡含片 2021-01-28 20:44,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
396,玩手机最近眼睛感觉度数升高了，这个不知道怎么辨别有没效，失眠的糖果是能感觉到的,维生素软糖 2021-01-28 20:04,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
397,每天一包 感觉会有点作用吧 这俩天盯手机盯电脑的很频繁 吃了几天眼睛的酸涩有好转 没那么难受了,牛磺酸气泡含片 2021-01-27 17:25,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
398,味道比想象中好太多，没有怪怪的味道，期待效果,明目软糖 2021-01-27 16:37,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
399,需要长期使用才有用，建议多次购买,睡眠软糖 2021-01-25 10:24,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
400,收到了，味道没有很坏，就像糖果一般，醒醒脑提神，还可以清新口气,牛磺酸气泡含片 2021-01-22 14:42,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
401,是因为有@的缘故嘛？感觉有丁点苦，不过整体还不错，是单独的小包装，方便随身携带，以后上课困了就拿出来吃一颗，今年就高考了，努力复习，希望能考个好成绩吧?,牛磺酸气泡含片 2021-02-23 10:48,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
402,很喜欢的一款商品，味道也不错！看中了@含量，很赞，一粒相当于一条咖啡呢！,牛磺酸气泡含片 2021-02-20 15:59,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
403,东西包装很棒，口味偏苦，实际效果可能跟每个人耐受力不一样，我早上喝一杯咖啡，吃两片这，按理说摄入了200mg@，但是感觉好像作用不大，但是如果我喝一杯星巴克就神清气爽，可能是吃的还不够多，耐受力太强了吧。。。,牛磺酸气泡含片 2021-02-07 17:48,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
404,在~上种草的，起初只是想试一试，之后发现效果不错，还挺好的，口感很好，是那种软糖，上面裹了白砂糖好像，吃起来不是那种特别甜，不喜欢甜腻的朋友可以试一试。,餐前咀嚼糖 2021-01-20 10:26,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
405,~推荐的美瞳团糖，好吃也很可爱，适合我家小朋友吃，店家也很贴心，独立包装一包两粒。能让人定量吃，还能分享给朋友试吃。,明目软糖 2021-01-27 19:09,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
406,好吃(??ω?)?嘿,维生素软糖 2021-03-09 20:40,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
407,#就完事了,鼓掌软糖 2021-03-08 13:06,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
408,还行,牛磺酸气泡含片 2021-03-07 19:36,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
409,还行,维生素软糖 2021-03-05 22:36,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
410,不错,维生素软糖*5 2021-03-05 07:56,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
411,很好,明目软糖 2021-03-02 10:19,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
412,很好,牛磺酸气泡含片 2021-03-02 10:19,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
413,很好,睡眠软糖 2021-03-02 10:20,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
414,可以,维生素软糖 2021-02-26 12:49,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
415,好,睡眠软糖 2021-02-26 08:40,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
416,不错,维生素软糖 2021-02-22 12:25,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
417,非常好,睡眠软糖 2021-02-16 09:41,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
418,好,餐前咀嚼糖 2021-02-16 08:20,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
419,可以,明目软糖 2021-02-09 11:03,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
